correct_rate,response_time_mean,hint_requests,topic_switch_count,session_duration,level
0.6,5.71,2,7,21.8,intermediate
0.75,11.51,3,3,23.6,intermediate
0.45,6.63,2,7,26.6,intermediate
0.85,6.25,0,2,20.9,advanced
0.35,18.77,6,3,25.3,beginner
0.6,10.61,3,7,25.6,intermediate
0.6,7.12,2,4,26.0,intermediate
0.7,9.48,5,1,20.8,intermediate
0.4,10.88,5,2,17.9,beginner
0.6,5.69,2,4,13.4,intermediate
0.65,10.21,2,5,30.0,intermediate
0.45,17.26,2,3,28.6,intermediate
0.45,10.98,3,5,26.7,beginner
0.8,8.52,2,5,27.3,intermediate
0.5,13.41,5,4,7.8,intermediate
0.55,5.07,2,2,19.0,intermediate
0.2,12.96,8,3,19.7,beginner
0.65,6.94,7,5,15.7,beginner
0.8,5.55,1,2,15.2,intermediate
0.35,23.02,5,6,15.6,beginner
0.9,4.66,0,3,28.2,advanced
0.6,6.11,0,2,24.4,intermediate
0.45,13.47,3,1,28.4,intermediate
1.0,4.24,0,2,30.0,advanced
0.55,9.67,2,10,25.1,beginner
0.55,12.46,1,2,22.9,intermediate
0.45,7.96,1,6,30.0,advanced
0.45,4.97,2,5,13.9,intermediate
0.45,9.58,1,3,11.6,intermediate
0.55,7.31,2,4,18.3,intermediate
0.3,20.32,6,1,25.5,beginner
0.7,5.94,1,4,25.7,intermediate
0.65,9.84,3,2,18.6,advanced
0.65,13.96,2,5,20.2,advanced
0.4,8.96,9,7,13.0,beginner
0.8,6.54,3,3,17.7,intermediate
0.7,6.82,3,0,30.0,intermediate
0.95,3.64,0,4,27.3,advanced
0.45,16.14,19,2,29.4,beginner
0.9,5.43,1,4,21.3,advanced
0.75,7.02,5,1,27.3,intermediate
0.5,11.2,5,6,22.6,beginner
0.55,10.59,5,3,27.1,beginner
0.55,9.95,3,4,24.2,intermediate
0.6,9.1,8,5,27.0,beginner
0.7,6.12,3,5,28.0,intermediate
0.8,4.68,1,6,21.7,advanced
0.55,9.07,4,4,27.2,intermediate
0.55,7.29,4,3,22.9,intermediate
0.3,14.38,8,8,15.3,intermediate
0.1,6.71,7,4,24.2,beginner
0.75,4.79,0,1,30.0,advanced
0.55,8.67,3,5,19.6,intermediate
0.3,8.17,12,9,19.1,beginner
0.45,14.29,1,1,15.6,intermediate
0.55,8.43,3,0,12.8,advanced
0.3,11.63,3,2,19.9,beginner
0.7,5.6,3,4,30.0,advanced
0.75,7.31,2,8,21.3,intermediate
0.3,6.54,6,4,30.0,intermediate
0.8,5.28,1,8,25.8,advanced
0.7,6.06,3,5,22.4,intermediate
0.95,4.85,0,5,25.7,advanced
0.45,4.53,9,4,27.1,beginner
0.75,5.64,2,1,17.9,intermediate
0.5,17.47,7,0,20.9,intermediate
0.55,13.85,4,2,18.5,intermediate
0.85,9.91,0,4,22.8,advanced
0.8,9.18,1,3,27.2,advanced
0.65,11.26,5,1,22.4,intermediate
0.65,6.12,4,3,30.0,intermediate
0.75,5.84,3,3,23.5,intermediate
0.65,14.15,5,3,25.9,intermediate
0.65,8.59,4,5,24.6,intermediate
0.6,18.41,1,6,30.0,intermediate
0.3,9.44,4,8,19.7,beginner
0.7,16.3,4,5,22.0,beginner
0.55,8.51,5,3,27.5,intermediate
0.55,12.93,5,1,22.0,intermediate
0.55,9.48,1,2,30.0,advanced
0.8,5.62,5,4,30.0,intermediate
0.05,10.46,5,5,14.4,beginner
0.25,10.37,20,5,27.9,beginner
0.3,8.07,13,3,17.3,beginner
0.6,8.59,4,4,30.0,advanced
0.55,10.1,3,8,25.5,intermediate
0.35,9.37,3,5,26.4,intermediate
0.8,8.23,4,4,24.5,advanced
0.9,2.66,3,2,26.4,advanced
0.6,11.3,0,2,20.6,intermediate
0.25,11.77,4,8,19.7,beginner
0.4,14.32,6,8,19.5,beginner
0.2,19.53,14,4,19.4,beginner
0.3,20.0,13,6,11.8,beginner
0.55,7.19,2,3,24.7,intermediate
0.95,2.32,0,3,30.0,advanced
0.3,9.25,5,6,28.6,intermediate
0.8,7.14,1,1,25.7,intermediate
0.1,10.31,14,4,30.0,beginner
0.4,10.48,6,4,18.7,intermediate
0.8,6.23,3,4,24.5,intermediate
0.95,2.63,0,3,20.8,advanced
0.95,6.54,3,5,25.3,advanced
0.55,6.61,4,3,30.0,intermediate
0.35,14.46,14,6,15.5,beginner
0.35,9.69,6,5,11.8,intermediate
0.7,12.05,1,2,29.4,intermediate
0.8,5.92,0,1,28.8,advanced
0.55,9.98,9,3,27.3,intermediate
0.6,6.78,3,1,22.3,intermediate
0.75,9.22,1,6,18.1,intermediate
0.5,15.43,3,2,21.3,beginner
0.65,9.8,2,1,27.5,intermediate
0.8,8.21,1,4,25.4,intermediate
0.75,9.88,0,2,26.3,intermediate
0.35,5.04,2,5,20.6,intermediate
0.8,4.89,3,2,28.1,intermediate
0.4,8.84,5,1,22.5,intermediate
0.8,5.38,4,2,21.0,beginner
0.85,3.64,1,5,28.4,advanced
0.4,5.52,6,3,19.3,beginner
0.35,6.46,2,3,25.5,beginner
0.85,5.27,1,2,30.0,intermediate
0.65,6.8,1,2,28.2,intermediate
0.35,8.03,8,3,11.8,intermediate
0.6,6.43,4,4,20.3,intermediate
0.85,5.14,2,2,22.7,advanced
0.7,11.5,2,2,19.4,intermediate
0.65,9.46,8,3,18.8,intermediate
0.55,9.31,2,5,30.0,intermediate
0.3,13.66,14,7,24.2,beginner
0.5,4.81,4,5,21.6,intermediate
0.55,8.15,2,6,27.1,intermediate
0.85,3.71,2,3,28.9,intermediate
0.5,7.73,3,4,23.8,beginner
0.75,4.31,1,3,30.0,advanced
0.65,9.04,3,4,20.1,intermediate
0.75,3.76,0,1,26.8,advanced
0.75,6.63,5,6,19.4,intermediate
0.05,14.69,11,9,14.5,beginner
0.35,11.83,3,4,15.2,intermediate
0.7,5.16,1,8,19.6,intermediate
0.5,8.85,4,6,23.7,intermediate
0.55,8.59,4,2,22.1,intermediate
0.45,18.13,2,3,20.0,intermediate
0.75,4.21,3,1,23.3,intermediate
0.65,4.14,1,1,30.0,intermediate
0.65,18.82,1,4,18.3,intermediate
0.75,5.63,3,4,18.7,intermediate
0.5,4.79,1,8,17.7,intermediate
0.9,4.41,1,5,26.9,advanced
0.3,3.58,4,4,25.7,intermediate
0.6,9.06,3,6,27.4,intermediate
0.8,9.28,0,7,30.0,intermediate
0.55,5.71,2,5,23.5,intermediate
0.55,8.69,6,2,19.5,intermediate
0.4,13.91,13,3,30.0,intermediate
0.4,5.52,6,8,5.2,intermediate
0.6,4.62,1,3,25.1,intermediate
0.7,7.3,1,4,26.7,beginner
0.35,6.87,5,5,30.0,beginner
0.35,10.06,4,3,11.2,intermediate
0.9,4.01,3,4,23.6,intermediate
0.95,5.16,1,3,20.3,advanced
0.6,9.95,4,3,10.9,intermediate
0.3,14.51,8,5,19.3,beginner
0.85,4.99,1,1,30.0,advanced
0.3,11.08,5,2,29.1,beginner
0.2,8.6,20,6,15.8,beginner
0.55,8.54,1,0,28.9,intermediate
0.25,10.36,2,5,19.6,intermediate
0.95,5.53,0,5,30.0,advanced
0.75,9.46,2,3,30.0,intermediate
0.5,6.2,2,4,22.9,intermediate
0.3,19.88,4,9,26.7,beginner
0.8,11.35,3,3,18.1,intermediate
0.5,8.78,2,4,29.4,intermediate
0.45,6.4,4,2,29.2,beginner
0.6,3.19,1,2,30.0,intermediate
0.65,9.66,0,3,18.5,intermediate
0.5,10.38,11,3,20.9,beginner
0.65,5.88,1,4,26.2,intermediate
0.65,11.88,3,3,26.8,intermediate
0.45,8.75,4,4,21.3,beginner
0.5,8.53,4,7,30.0,intermediate
0.65,11.36,5,5,14.8,intermediate
0.55,5.69,2,3,22.1,intermediate
0.7,7.38,1,2,14.2,intermediate
0.75,9.1,1,4,29.9,intermediate
0.55,8.68,5,4,27.3,intermediate
0.75,10.39,2,3,30.0,intermediate
0.65,9.85,0,2,30.0,intermediate
0.4,11.85,8,7,22.6,beginner
0.9,3.18,2,2,26.4,intermediate
0.55,5.67,1,5,21.7,intermediate
0.7,8.29,0,6,26.8,intermediate
0.55,4.16,2,4,26.6,intermediate
0.45,8.79,5,2,10.4,intermediate
0.6,8.76,3,3,25.4,intermediate
0.55,14.23,2,4,24.1,beginner
0.55,6.75,4,2,30.0,intermediate
0.8,5.91,3,2,23.9,intermediate
0.55,7.14,2,6,20.2,intermediate
0.65,10.84,3,2,24.1,intermediate
0.65,6.93,3,6,25.2,intermediate
0.65,10.39,2,2,24.1,advanced
0.7,6.75,3,2,15.4,intermediate
0.7,6.91,0,5,24.7,intermediate
0.85,6.19,0,5,24.1,advanced
0.75,5.17,0,2,25.2,advanced
0.85,9.93,3,7,29.1,intermediate
0.75,6.0,0,4,22.9,advanced
0.85,7.41,1,7,25.7,advanced
0.65,7.63,2,3,28.2,intermediate
0.5,10.37,4,4,21.3,intermediate
0.3,9.03,8,3,30.0,beginner
0.35,9.61,9,7,22.0,beginner
0.55,16.21,9,2,14.2,intermediate
0.5,11.74,2,7,17.6,intermediate
0.9,4.25,1,4,20.7,intermediate
0.65,7.97,5,4,19.6,intermediate
0.4,4.39,2,3,25.2,intermediate
0.45,8.57,12,6,15.1,intermediate
0.4,16.21,3,7,18.8,beginner
0.95,5.83,0,6,30.0,intermediate
0.55,8.61,1,6,20.6,intermediate
0.7,2.21,2,7,30.0,intermediate
0.8,4.62,1,2,17.4,advanced
0.95,5.84,1,4,25.5,advanced
0.75,8.38,1,3,19.7,advanced
0.75,9.51,5,2,27.2,intermediate
0.65,7.88,1,2,17.3,intermediate
0.75,6.49,3,4,30.0,intermediate
0.65,5.79,2,2,12.9,intermediate
0.95,5.09,1,2,30.0,advanced
0.6,4.84,0,4,29.8,intermediate
0.65,4.3,2,3,25.6,intermediate
0.6,5.1,3,3,24.9,intermediate
0.2,20.17,10,5,30.0,beginner
0.35,11.57,13,12,30.0,beginner
0.6,9.26,2,6,22.2,beginner
0.85,3.92,1,2,29.5,advanced
0.4,4.88,3,4,19.5,intermediate
0.7,10.05,5,2,17.8,intermediate
0.5,4.26,4,10,25.7,intermediate
0.2,11.5,14,8,20.7,beginner
0.5,9.29,7,1,12.9,beginner
0.25,11.69,8,4,24.2,intermediate
0.75,5.27,2,4,27.1,intermediate
0.9,3.1,0,6,23.0,advanced
0.5,8.9,8,5,16.7,beginner
0.65,5.73,1,3,27.2,intermediate
0.65,5.51,1,4,30.0,intermediate
0.55,12.98,2,3,25.2,intermediate
0.75,4.61,3,6,29.8,intermediate
0.9,6.14,2,9,22.2,advanced
0.6,10.53,9,7,19.6,intermediate
0.5,11.53,2,5,27.4,intermediate
0.85,6.0,1,5,17.9,intermediate
0.75,7.87,2,4,27.8,intermediate
0.7,6.64,4,4,28.0,intermediate
0.25,11.47,1,3,22.0,intermediate
0.65,4.34,1,4,26.7,intermediate
0.8,2.74,1,3,25.6,intermediate
0.35,11.41,5,4,18.4,beginner
0.5,11.51,3,5,15.1,beginner
0.7,8.87,0,3,24.0,intermediate
0.7,4.75,0,4,30.0,advanced
0.4,21.27,9,6,26.2,beginner
0.35,13.47,17,3,16.1,beginner
0.6,8.73,1,8,22.3,intermediate
0.5,9.54,3,3,21.6,intermediate
0.4,18.79,9,4,19.2,beginner
0.45,9.05,7,2,23.7,intermediate
0.7,5.69,2,5,30.0,intermediate
0.7,3.31,1,3,30.0,intermediate
0.3,19.28,5,3,16.1,beginner
0.4,13.3,6,3,24.8,beginner
0.55,8.88,1,4,27.7,intermediate
0.85,16.69,1,4,25.1,intermediate
0.6,7.56,1,5,19.3,advanced
0.65,4.89,4,6,26.0,intermediate
0.6,8.59,9,6,30.0,intermediate
0.75,4.41,2,2,27.8,advanced
0.6,7.03,2,2,19.2,intermediate
0.95,5.49,1,4,25.1,intermediate
1.0,3.35,0,4,22.9,advanced
0.75,4.54,3,5,24.8,intermediate
0.45,14.92,1,7,27.5,intermediate
0.75,5.74,1,1,23.6,intermediate
0.35,11.31,3,5,5.0,beginner
0.65,11.53,4,3,24.8,intermediate
0.3,18.26,14,5,15.3,beginner
0.4,9.79,4,5,18.6,beginner
0.65,8.58,2,6,20.9,intermediate
0.9,5.49,2,3,30.0,intermediate
0.3,12.9,5,6,19.5,intermediate
0.85,5.69,0,4,30.0,advanced
0.5,8.37,2,3,29.8,intermediate
0.85,6.43,0,4,23.6,intermediate
0.5,18.24,3,3,18.4,intermediate
0.9,5.23,0,3,27.0,intermediate
0.3,11.34,7,3,21.3,beginner
0.75,6.56,0,3,16.4,advanced
0.65,5.77,1,3,30.0,intermediate
0.55,6.89,3,4,27.1,intermediate
0.4,7.82,2,1,20.3,intermediate
0.45,7.3,5,4,11.8,intermediate
0.1,9.42,13,7,17.1,beginner
0.5,7.77,4,8,18.8,beginner
0.65,7.13,1,3,25.4,intermediate
0.5,14.09,3,4,10.0,intermediate
0.65,12.97,9,4,18.7,beginner
0.75,2.38,0,5,24.1,advanced
0.75,9.45,0,5,23.3,intermediate
0.6,7.34,3,4,21.6,intermediate
0.6,10.94,4,3,23.0,intermediate
0.8,9.4,4,3,30.0,beginner
0.9,5.33,1,1,23.8,advanced
0.9,5.42,0,4,21.6,intermediate
0.55,7.87,3,5,13.7,intermediate
0.3,15.06,4,4,19.5,intermediate
0.65,9.1,5,6,14.4,beginner
0.55,10.47,2,6,30.0,intermediate
0.8,6.9,1,2,27.5,advanced
0.6,8.2,1,6,30.0,intermediate
0.5,4.8,5,8,30.0,intermediate
0.85,8.52,2,3,21.6,advanced
0.45,7.02,5,5,21.7,intermediate
0.4,12.88,4,3,30.0,intermediate
0.65,5.96,2,2,24.7,intermediate
0.65,4.18,0,4,29.1,intermediate
0.6,15.33,0,1,30.0,intermediate
0.4,10.28,13,7,24.4,beginner
0.3,15.69,7,2,24.1,intermediate
0.6,6.23,1,2,30.0,intermediate
0.55,7.02,3,2,23.5,intermediate
0.45,8.82,8,1,26.1,intermediate
0.4,5.32,2,3,22.5,intermediate
0.4,10.31,5,10,27.9,intermediate
0.9,3.01,1,2,24.9,advanced
0.5,7.46,1,3,13.3,intermediate
0.7,8.71,2,5,30.0,intermediate
0.45,8.67,3,2,18.0,intermediate
0.7,3.71,0,4,19.4,intermediate
0.25,14.62,7,4,29.0,beginner
0.8,6.87,4,4,30.0,intermediate
0.75,4.11,2,5,26.0,advanced
0.45,9.32,4,7,6.7,intermediate
0.7,5.0,0,3,30.0,advanced
0.95,3.9,0,0,30.0,advanced
0.85,10.92,1,1,30.0,intermediate
0.55,9.32,2,7,25.5,intermediate
0.55,7.77,3,5,22.9,intermediate
0.95,4.88,1,3,24.6,advanced
0.45,15.99,8,3,15.0,beginner
0.65,7.18,5,6,19.2,intermediate
0.85,3.11,0,4,29.4,advanced
0.65,6.5,3,2,25.8,intermediate
0.25,16.79,5,5,26.4,intermediate
0.75,10.69,3,0,15.6,intermediate
0.55,6.25,3,2,15.4,advanced
0.55,12.35,0,3,22.1,advanced
0.45,10.15,2,6,18.1,intermediate
0.65,6.69,3,0,25.8,intermediate
0.7,6.88,1,3,16.9,intermediate
0.7,8.13,2,3,30.0,intermediate
0.4,8.39,9,4,16.2,intermediate
0.4,10.17,2,4,30.0,intermediate
0.5,8.95,2,4,27.1,beginner
0.55,5.32,6,3,16.1,intermediate
0.55,6.73,1,6,30.0,intermediate
0.6,8.11,4,2,24.6,intermediate
0.6,11.31,2,5,25.1,intermediate
0.25,6.65,6,5,19.7,beginner
0.85,6.34,3,7,27.6,intermediate
0.8,4.65,0,4,30.0,advanced
0.35,17.18,7,3,15.1,beginner
0.55,9.47,5,5,21.1,intermediate
0.95,10.09,2,5,28.1,advanced
0.6,17.7,11,12,22.7,beginner
0.35,6.43,1,4,28.2,intermediate
0.9,5.49,1,2,28.9,intermediate
0.85,3.93,0,2,25.7,advanced
0.75,9.53,2,1,21.5,intermediate
0.75,3.59,1,6,19.7,advanced
0.5,8.42,5,4,24.6,intermediate
0.55,11.83,4,3,18.3,intermediate
0.65,9.82,0,2,24.8,intermediate
0.5,4.25,5,4,24.2,intermediate
0.4,14.63,2,6,23.0,intermediate
0.4,11.13,4,1,20.7,beginner
0.8,3.51,1,4,20.0,advanced
0.35,3.47,4,3,23.8,intermediate
0.5,4.73,1,5,22.0,intermediate
0.55,9.29,5,6,22.1,intermediate
0.5,8.9,5,1,29.8,intermediate
0.35,11.45,4,3,25.9,intermediate
0.6,6.02,0,3,21.4,intermediate
0.6,5.65,2,5,22.8,intermediate
0.35,10.14,7,7,30.0,beginner
0.85,5.14,2,5,26.1,advanced
0.5,8.89,1,4,24.0,intermediate
0.55,6.37,5,6,27.6,intermediate
0.65,10.1,1,1,26.0,intermediate
0.5,8.13,7,3,19.8,beginner
0.75,4.27,0,9,22.3,advanced
0.75,4.6,1,7,27.1,advanced
0.9,9.42,0,3,29.8,advanced
0.6,8.88,2,4,30.0,intermediate
0.45,7.78,2,7,13.4,beginner
0.25,14.52,4,1,30.0,beginner
0.5,22.19,2,4,20.0,beginner
0.45,11.63,3,8,27.0,beginner
0.4,17.34,11,2,16.6,beginner
0.8,7.17,0,3,18.4,advanced
0.4,7.8,5,6,14.5,beginner
0.4,9.77,4,6,20.4,beginner
0.65,5.2,1,5,27.0,intermediate
0.8,5.84,1,2,26.3,intermediate
0.55,6.17,2,2,22.8,intermediate
0.55,6.22,1,4,30.0,intermediate
0.8,4.13,0,3,27.4,advanced
0.75,6.93,3,4,26.0,intermediate
0.55,10.96,6,4,30.0,intermediate
0.8,6.79,1,6,25.0,intermediate
0.85,2.53,1,2,24.1,intermediate
0.65,6.58,1,4,26.3,intermediate
0.6,4.64,2,3,28.5,intermediate
0.45,13.37,5,9,22.1,beginner
0.5,10.39,2,5,24.2,intermediate
0.85,6.68,1,5,30.0,intermediate
0.3,9.7,11,14,28.1,beginner
0.5,9.48,4,4,22.6,intermediate
0.45,8.96,1,2,17.8,intermediate
0.65,6.13,4,3,25.4,intermediate
0.55,13.99,9,5,17.5,intermediate
0.65,9.54,3,1,30.0,intermediate
0.7,9.69,1,4,27.7,beginner
0.65,6.89,3,4,30.0,intermediate
0.4,16.18,5,2,30.0,intermediate
0.75,5.75,1,0,18.9,intermediate
0.6,11.42,4,5,19.8,intermediate
0.9,3.76,2,3,17.5,advanced
0.6,7.77,3,6,10.8,intermediate
0.4,3.83,4,3,23.7,intermediate
0.4,7.43,1,2,16.6,intermediate
0.75,7.23,0,2,30.0,intermediate
0.7,7.21,5,1,30.0,intermediate
0.45,16.14,3,1,21.6,intermediate
0.3,5.51,3,1,21.7,intermediate
0.4,11.64,11,6,28.0,beginner
0.85,5.44,2,1,30.0,intermediate
0.35,8.98,10,8,15.7,intermediate
0.75,12.41,5,7,17.0,intermediate
0.55,16.67,5,5,20.3,beginner
0.6,5.94,1,3,27.0,intermediate
0.65,5.6,3,1,21.8,intermediate
0.4,7.66,7,4,23.6,beginner
0.8,10.3,1,1,30.0,intermediate
0.7,10.07,0,4,17.0,intermediate
0.85,7.13,1,4,22.0,intermediate
0.65,4.17,3,1,17.1,intermediate
0.65,4.44,1,4,20.1,intermediate
0.5,9.17,2,0,21.6,intermediate
0.4,12.27,3,2,17.6,intermediate
0.55,3.61,0,4,27.8,intermediate
0.6,6.5,1,2,25.7,intermediate
0.85,11.65,1,3,27.4,intermediate
0.8,6.15,2,0,23.8,advanced
0.55,15.79,5,4,21.4,intermediate
0.7,9.26,1,3,22.6,intermediate
0.7,5.54,4,6,22.4,intermediate
0.3,10.04,5,3,23.7,intermediate
0.3,10.16,5,6,10.0,beginner
0.4,7.93,5,4,22.9,intermediate
0.5,6.72,4,5,17.4,intermediate
0.95,7.54,0,11,27.0,advanced
0.75,4.13,0,3,17.4,intermediate
0.4,14.43,5,4,20.0,intermediate
0.85,5.13,1,2,28.2,advanced
0.7,7.87,4,5,26.8,intermediate
0.5,10.12,3,3,16.6,beginner
0.35,7.07,5,4,25.7,intermediate
0.35,15.05,7,8,27.1,beginner
0.75,4.23,7,3,20.4,beginner
0.65,9.96,0,3,23.4,intermediate
0.8,2.97,2,9,12.7,intermediate
0.55,9.57,4,4,16.4,intermediate
0.25,15.77,5,5,22.4,beginner
0.6,13.3,4,6,27.2,intermediate
0.35,8.67,6,6,15.8,beginner
0.9,3.23,0,6,30.0,advanced
0.5,9.0,6,3,22.8,beginner
0.75,9.03,2,1,15.9,intermediate
0.45,4.48,3,6,30.0,intermediate
0.7,8.28,2,2,16.2,intermediate
0.55,8.46,3,6,26.4,intermediate
0.7,6.1,1,6,19.9,intermediate
0.2,15.22,9,4,11.9,intermediate
0.65,7.05,2,1,30.0,advanced
0.8,6.44,5,1,22.7,intermediate
0.7,4.13,1,2,30.0,intermediate
0.55,7.81,2,5,18.5,intermediate
0.85,3.85,1,5,18.0,advanced
0.45,6.89,3,4,20.7,intermediate
0.5,10.37,4,4,30.0,intermediate
0.55,13.71,4,5,28.6,intermediate
0.8,6.46,4,3,29.0,intermediate
0.65,11.04,6,4,26.4,intermediate
0.65,3.44,1,5,24.0,advanced
0.95,5.95,0,5,30.0,advanced
0.75,5.96,0,7,29.1,intermediate
0.65,12.96,1,7,25.7,intermediate
0.95,3.95,2,0,30.0,advanced
0.9,4.18,0,2,21.2,advanced
0.45,16.63,3,4,15.6,beginner
0.5,8.04,4,5,22.2,intermediate
0.45,5.75,2,1,29.5,intermediate
0.65,20.44,3,7,15.8,intermediate
0.7,4.72,1,5,24.9,intermediate
1.0,5.29,2,5,26.1,advanced
0.8,6.11,2,4,17.9,advanced
0.75,7.54,2,3,22.3,advanced
0.5,8.87,0,2,25.8,intermediate
0.9,5.15,2,4,18.3,intermediate
0.5,7.6,3,7,30.0,intermediate
0.4,6.2,4,5,25.6,intermediate
0.65,13.22,3,4,28.2,intermediate
0.8,7.05,4,5,24.5,intermediate
0.4,8.91,1,9,18.3,intermediate
0.65,7.29,5,4,19.9,intermediate
0.6,7.47,5,3,25.7,intermediate
0.65,7.03,2,6,19.8,intermediate
0.35,5.92,2,4,23.1,intermediate
0.4,10.9,6,5,15.5,beginner
0.35,9.35,6,3,24.2,beginner
0.85,8.72,0,1,29.9,intermediate
0.55,5.18,0,4,14.4,intermediate
0.45,9.83,4,6,20.9,intermediate
0.55,5.94,2,4,14.7,intermediate
0.85,8.21,1,4,16.9,intermediate
0.35,7.2,3,4,18.7,beginner
0.4,11.23,4,4,30.0,intermediate
0.25,14.38,8,7,26.5,beginner
0.6,8.66,1,2,30.0,intermediate
0.25,6.26,1,11,25.6,intermediate
0.4,7.49,9,8,21.7,beginner
0.35,15.09,5,3,26.5,beginner
0.45,7.14,4,5,17.4,intermediate
0.25,15.92,13,10,22.1,beginner
0.6,8.31,3,3,30.0,intermediate
0.35,13.91,8,1,24.6,beginner
0.8,8.81,1,2,30.0,intermediate
0.45,7.14,6,3,23.3,intermediate
0.65,5.02,2,5,30.0,intermediate
0.3,17.94,17,5,18.0,beginner
0.9,4.81,0,4,30.0,intermediate
0.6,2.91,5,5,27.9,advanced
0.25,17.25,11,2,17.1,beginner
0.2,7.34,8,6,14.6,beginner
1.0,4.96,1,3,24.6,advanced
0.65,12.33,2,5,18.7,intermediate
0.4,10.35,5,5,21.3,beginner
0.45,16.04,7,3,13.4,beginner
0.4,10.1,2,3,30.0,intermediate
0.45,15.19,4,3,23.9,intermediate
0.4,6.82,4,8,22.6,intermediate
0.65,7.03,2,0,18.1,advanced
0.55,9.44,1,4,20.0,intermediate
0.45,9.11,4,3,9.0,intermediate
0.8,11.32,1,4,30.0,intermediate
0.45,8.64,6,6,13.5,intermediate
0.35,15.67,2,5,16.4,intermediate
0.55,25.99,4,2,28.7,beginner
0.85,6.9,1,5,28.4,intermediate
0.55,9.17,2,3,25.2,intermediate
0.55,13.88,3,0,24.9,beginner
0.6,6.03,3,2,28.6,intermediate
0.55,5.0,2,2,24.7,intermediate
0.5,14.74,5,4,13.3,intermediate
0.55,9.47,6,5,27.8,intermediate
0.45,7.74,1,3,26.1,intermediate
0.55,9.12,5,12,29.9,intermediate
0.35,6.09,12,7,11.7,beginner
0.4,9.58,3,3,17.5,intermediate
0.2,9.26,4,7,22.8,intermediate
0.45,13.27,3,6,16.7,intermediate
0.65,14.41,4,3,7.8,beginner
0.4,12.95,7,6,22.8,intermediate
0.3,11.67,1,7,27.3,intermediate
0.75,3.46,2,3,25.9,intermediate
0.55,15.6,8,4,23.3,beginner
0.5,9.43,3,1,26.9,intermediate
0.85,7.79,2,4,28.0,advanced
0.4,21.22,9,7,22.8,beginner
0.65,4.07,2,3,30.0,advanced
0.45,10.32,5,3,14.9,beginner
0.55,5.77,3,3,29.2,advanced
0.9,3.9,0,6,23.6,advanced
0.25,15.08,15,11,13.8,beginner
0.35,8.85,9,4,29.6,intermediate
0.7,9.69,2,3,18.2,advanced
0.75,4.98,2,3,23.3,advanced
1.0,3.09,0,2,30.0,advanced
0.85,3.66,0,5,30.0,intermediate
0.4,10.88,6,2,15.9,beginner
0.55,6.56,2,0,18.6,intermediate
0.45,11.63,7,7,19.6,intermediate
0.45,7.88,2,2,30.0,intermediate
0.5,6.42,2,4,17.5,intermediate
0.45,12.17,3,4,16.7,intermediate
0.15,10.7,7,5,25.6,beginner
0.6,10.83,1,9,14.5,intermediate
0.3,10.02,7,7,16.0,beginner
0.75,8.38,4,1,23.0,intermediate
0.35,7.97,2,2,22.1,intermediate
0.6,7.1,3,5,16.8,intermediate
0.55,10.24,2,4,26.1,intermediate
0.55,5.93,2,4,28.7,intermediate
0.7,5.89,0,2,24.2,advanced
0.6,7.72,6,9,30.0,intermediate
0.3,13.41,4,13,23.9,intermediate
0.45,10.58,4,13,13.8,beginner
0.6,12.97,4,7,30.0,intermediate
0.55,7.16,3,2,22.0,intermediate
0.95,9.03,0,5,28.6,advanced
0.85,4.41,1,5,22.7,intermediate
0.5,4.45,0,3,28.3,intermediate
0.9,4.38,0,3,24.4,advanced
0.75,3.99,2,3,23.3,intermediate
0.65,4.54,2,7,23.7,intermediate
0.75,9.83,1,1,21.1,intermediate
0.95,6.17,4,4,30.0,intermediate
0.6,4.67,3,6,19.6,advanced
0.45,7.37,0,1,23.3,intermediate
0.35,7.52,1,4,23.3,intermediate
0.9,8.88,1,8,27.3,advanced
0.6,7.07,3,2,28.7,beginner
0.35,7.21,7,4,11.9,beginner
0.75,8.41,0,8,29.4,intermediate
0.15,10.47,8,3,13.6,intermediate
0.45,23.4,3,9,17.9,beginner
0.3,6.7,5,5,15.9,intermediate
0.5,12.22,4,4,20.9,intermediate
0.85,7.7,1,4,24.1,intermediate
0.6,6.74,3,5,30.0,intermediate
0.7,6.62,4,7,24.8,intermediate
0.65,10.32,2,4,26.7,intermediate
